run_id,date,report_id,status,duration_minutes,sla_met,rows_processed,failure_reason
RUN-RPT006-039,2026-04-29,RPT006,Succeeded,22.6,Yes,210509,none
RUN-RPT006-040,2026-04-30,RPT006,Warning,55.8,Yes,525412,none
RUN-RPT006-041,2026-05-01,RPT006,Succeeded,80.5,No,670660,none
RUN-RPT006-042,2026-05-02,RPT006,Succeeded,9.6,Yes,120428,none
RUN-RPT006-043,2026-05-03,RPT006,Succeeded,47.7,Yes,436227,none
RUN-RPT006-044,2026-05-04,RPT006,Succeeded,68.7,Yes,26181,none
RUN-RPT006-045,2026-05-05,RPT006,Succeeded,68.1,Yes,503400,none
RUN-RPT006-046,2026-05-06,RPT006,Succeeded,37.8,Yes,878701,none
RUN-RPT006-047,2026-05-07,RPT006,Succeeded,89.7,No,573324,none
RUN-RPT006-048,2026-05-08,RPT006,Warning,94.2,No,137257,none
RUN-RPT006-049,2026-05-09,RPT006,Succeeded,14.3,Yes,771698,none
RUN-RPT006-050,2026-05-10,RPT006,Succeeded,45.9,Yes,137083,none
RUN-RPT006-051,2026-05-11,RPT006,Warning,62.5,Yes,29319,none
RUN-RPT006-052,2026-05-12,RPT006,Succeeded,20.2,Yes,52790,none
RUN-RPT006-053,2026-05-13,RPT006,Succeeded,12.6,Yes,706692,none
RUN-RPT006-054,2026-05-14,RPT006,Succeeded,70.6,Yes,920873,none
RUN-RPT006-055,2026-05-15,RPT006,Succeeded,89.2,No,314780,none
RUN-RPT006-056,2026-05-16,RPT006,Succeeded,57.4,Yes,205402,none
RUN-RPT006-057,2026-05-17,RPT006,Warning,22.6,Yes,716420,none
RUN-RPT006-058,2026-05-18,RPT006,Succeeded,10.2,Yes,204592,none
RUN-RPT006-059,2026-05-19,RPT006,Succeeded,14.6,Yes,163576,none
RUN-RPT007-000,2026-03-21,RPT007,Succeeded,73.6,No,763955,none
RUN-RPT007-001,2026-03-22,RPT007,Succeeded,21.9,Yes,705384,none
RUN-RPT007-002,2026-03-23,RPT007,Succeeded,84.9,No,248941,none
RUN-RPT007-003,2026-03-24,RPT007,Failed,46.0,No,609396,credential expiry
RUN-RPT007-004,2026-03-25,RPT007,Succeeded,22.4,Yes,193600,none
RUN-RPT007-005,2026-03-26,RPT007,Succeeded,51.0,Yes,124445,none
RUN-RPT007-006,2026-03-27,RPT007,Warning,15.3,Yes,548093,none
RUN-RPT007-007,2026-03-28,RPT007,Failed,77.9,No,509028,none
RUN-RPT007-008,2026-03-29,RPT007,Succeeded,72.1,No,206238,none
RUN-RPT007-009,2026-03-30,RPT007,Warning,37.0,Yes,935160,none
RUN-RPT007-010,2026-03-31,RPT007,Warning,22.7,Yes,263221,none
RUN-RPT007-011,2026-04-01,RPT007,Succeeded,22.8,Yes,662655,none
RUN-RPT007-012,2026-04-02,RPT007,Succeeded,15.3,Yes,236854,none
RUN-RPT007-013,2026-04-03,RPT007,Succeeded,10.0,Yes,396550,none
RUN-RPT007-014,2026-04-04,RPT007,Succeeded,14.8,Yes,835161,none
RUN-RPT007-015,2026-04-05,RPT007,Failed,65.8,No,46802,schema drift
RUN-RPT007-016,2026-04-06,RPT007,Succeeded,35.8,Yes,544176,none
RUN-RPT007-017,2026-04-07,RPT007,Warning,55.7,Yes,531160,none
RUN-RPT007-018,2026-04-08,RPT007,Warning,28.2,Yes,546700,none
RUN-RPT007-019,2026-04-09,RPT007,Warning,47.3,Yes,69916,none
RUN-RPT007-020,2026-04-10,RPT007,Succeeded,56.6,Yes,42847,none
RUN-RPT007-021,2026-04-11,RPT007,Succeeded,42.2,Yes,889133,none
RUN-RPT007-022,2026-04-12,RPT007,Failed,89.2,No,261576,credential expiry
RUN-RPT007-023,2026-04-13,RPT007,Succeeded,85.9,No,539719,none
RUN-RPT007-024,2026-04-14,RPT007,Warning,46.4,Yes,690389,none
RUN-RPT007-025,2026-04-15,RPT007,Succeeded,46.5,Yes,593141,none
RUN-RPT007-026,2026-04-16,RPT007,Succeeded,10.2,Yes,154772,none
RUN-RPT007-027,2026-04-17,RPT007,Failed,17.4,No,805906,gateway timeout
RUN-RPT007-028,2026-04-18,RPT007,Failed,24.8,No,47033,schema drift
RUN-RPT007-029,2026-04-19,RPT007,Succeeded,81.9,No,94541,none
RUN-RPT007-030,2026-04-20,RPT007,Succeeded,59.9,Yes,48901,none
RUN-RPT007-031,2026-04-21,RPT007,Succeeded,11.6,Yes,85335,none
RUN-RPT007-032,2026-04-22,RPT007,Failed,48.8,No,765904,credential expiry
RUN-RPT007-033,2026-04-23,RPT007,Succeeded,49.3,Yes,771942,none
RUN-RPT007-034,2026-04-24,RPT007,Failed,12.3,No,429961,credential expiry
RUN-RPT007-035,2026-04-25,RPT007,Warning,89.7,No,612270,none
RUN-RPT007-036,2026-04-26,RPT007,Warning,52.4,Yes,222726,none
RUN-RPT007-037,2026-04-27,RPT007,Succeeded,15.8,Yes,887750,none
RUN-RPT007-038,2026-04-28,RPT007,Failed,72.2,No,651512,source delay
RUN-RPT007-039,2026-04-29,RPT007,Succeeded,33.9,Yes,276424,none
RUN-RPT007-040,2026-04-30,RPT007,Succeeded,65.2,Yes,623604,none
RUN-RPT007-041,2026-05-01,RPT007,Failed,18.8,No,807644,credential expiry
RUN-RPT007-042,2026-05-02,RPT007,Warning,37.2,Yes,542128,none
RUN-RPT007-043,2026-05-03,RPT007,Warning,43.0,Yes,454305,none
RUN-RPT007-044,2026-05-04,RPT007,Succeeded,58.8,Yes,153524,none
RUN-RPT007-045,2026-05-05,RPT007,Succeeded,42.7,Yes,119117,none
RUN-RPT007-046,2026-05-06,RPT007,Succeeded,57.4,Yes,489702,none
RUN-RPT007-047,2026-05-07,RPT007,Warning,36.8,Yes,930262,none
RUN-RPT007-048,2026-05-08,RPT007,Succeeded,74.0,No,153199,none
RUN-RPT007-049,2026-05-09,RPT007,Succeeded,65.9,Yes,281803,none
RUN-RPT007-050,2026-05-10,RPT007,Succeeded,38.5,Yes,338165,none
RUN-RPT007-051,2026-05-11,RPT007,Warning,84.0,No,500815,none
RUN-RPT007-052,2026-05-12,RPT007,Succeeded,36.1,Yes,781917,none
RUN-RPT007-053,2026-05-13,RPT007,Succeeded,61.7,Yes,685010,none
RUN-RPT007-054,2026-05-14,RPT007,Succeeded,68.0,Yes,567594,none
RUN-RPT007-055,2026-05-15,RPT007,Succeeded,49.3,Yes,396285,none
RUN-RPT007-056,2026-05-16,RPT007,Warning,51.4,Yes,197723,none
RUN-RPT007-057,2026-05-17,RPT007,Succeeded,84.2,No,243402,none
RUN-RPT007-058,2026-05-18,RPT007,Warning,37.5,Yes,735710,none
RUN-RPT007-059,2026-05-19,RPT007,Succeeded,22.2,Yes,49470,none
RUN-RPT008-000,2026-03-21,RPT008,Warning,61.3,Yes,716328,none
RUN-RPT008-001,2026-03-22,RPT008,Succeeded,70.1,Yes,820989,none
RUN-RPT008-002,2026-03-23,RPT008,Succeeded,54.4,Yes,159888,none
RUN-RPT008-003,2026-03-24,RPT008,Succeeded,29.6,Yes,352595,none
RUN-RPT008-004,2026-03-25,RPT008,Succeeded,42.2,Yes,155227,none
RUN-RPT008-005,2026-03-26,RPT008,Warning,60.4,Yes,711647,none
RUN-RPT008-006,2026-03-27,RPT008,Succeeded,22.4,Yes,514313,none
RUN-RPT008-007,2026-03-28,RPT008,Succeeded,92.7,No,888775,none
RUN-RPT008-008,2026-03-29,RPT008,Succeeded,35.1,Yes,427394,none
RUN-RPT008-009,2026-03-30,RPT008,Succeeded,12.9,Yes,448976,none
RUN-RPT008-010,2026-03-31,RPT008,Succeeded,29.4,Yes,140359,none
RUN-RPT008-011,2026-04-01,RPT008,Succeeded,84.3,No,410585,none
RUN-RPT008-012,2026-04-02,RPT008,Succeeded,25.1,Yes,203653,none
RUN-RPT008-013,2026-04-03,RPT008,Warning,44.2,Yes,197649,none
RUN-RPT008-014,2026-04-04,RPT008,Warning,54.0,Yes,208785,none
RUN-RPT008-015,2026-04-05,RPT008,Warning,25.0,Yes,51716,none
RUN-RPT008-016,2026-04-06,RPT008,Succeeded,31.2,Yes,856035,none
RUN-RPT008-017,2026-04-07,RPT008,Succeeded,72.4,No,231265,none
RUN-RPT008-018,2026-04-08,RPT008,Succeeded,33.3,Yes,106135,none
RUN-RPT008-019,2026-04-09,RPT008,Failed,48.6,No,296017,capacity queue
RUN-RPT008-020,2026-04-10,RPT008,Succeeded,94.3,No,519273,none
RUN-RPT008-021,2026-04-11,RPT008,Succeeded,22.5,Yes,680465,none
RUN-RPT008-022,2026-04-12,RPT008,Succeeded,70.5,Yes,915888,none
RUN-RPT008-023,2026-04-13,RPT008,Succeeded,34.1,Yes,548230,none
RUN-RPT008-024,2026-04-14,RPT008,Failed,39.9,No,187261,capacity queue
RUN-RPT008-025,2026-04-15,RPT008,Failed,93.1,No,445683,credential expiry
RUN-RPT008-026,2026-04-16,RPT008,Succeeded,63.8,Yes,281900,none
RUN-RPT008-027,2026-04-17,RPT008,Warning,33.1,Yes,199958,none
RUN-RPT008-028,2026-04-18,RPT008,Succeeded,71.4,Yes,242822,none
RUN-RPT008-029,2026-04-19,RPT008,Warning,62.1,Yes,410856,none
RUN-RPT008-030,2026-04-20,RPT008,Succeeded,57.6,Yes,395627,none
RUN-RPT008-031,2026-04-21,RPT008,Warning,8.2,Yes,349438,none
RUN-RPT008-032,2026-04-22,RPT008,Succeeded,30.7,Yes,853649,none
RUN-RPT008-033,2026-04-23,RPT008,Warning,82.5,No,944357,none
RUN-RPT008-034,2026-04-24,RPT008,Succeeded,87.8,No,69083,none
RUN-RPT008-035,2026-04-25,RPT008,Succeeded,48.5,Yes,290708,none
RUN-RPT008-036,2026-04-26,RPT008,Succeeded,25.1,Yes,44960,none
RUN-RPT008-037,2026-04-27,RPT008,Succeeded,16.0,Yes,442151,none
RUN-RPT008-038,2026-04-28,RPT008,Succeeded,86.7,No,796868,none
RUN-RPT008-039,2026-04-29,RPT008,Warning,63.7,Yes,194151,none
RUN-RPT008-040,2026-04-30,RPT008,Succeeded,72.8,No,299701,none
RUN-RPT008-041,2026-05-01,RPT008,Warning,9.2,Yes,790151,none
RUN-RPT008-042,2026-05-02,RPT008,Succeeded,41.9,Yes,413963,none
RUN-RPT008-043,2026-05-03,RPT008,Warning,59.8,Yes,272117,none
RUN-RPT008-044,2026-05-04,RPT008,Succeeded,87.4,No,941745,none
RUN-RPT008-045,2026-05-05,RPT008,Succeeded,77.5,No,562077,none
RUN-RPT008-046,2026-05-06,RPT008,Succeeded,60.0,Yes,422496,none
RUN-RPT008-047,2026-05-07,RPT008,Succeeded,45.0,Yes,477035,none
RUN-RPT008-048,2026-05-08,RPT008,Failed,58.6,No,125348,source delay
RUN-RPT008-049,2026-05-09,RPT008,Succeeded,35.7,Yes,780469,none
RUN-RPT008-050,2026-05-10,RPT008,Succeeded,15.1,Yes,19727,none
RUN-RPT008-051,2026-05-11,RPT008,Succeeded,74.3,No,521943,none
RUN-RPT008-052,2026-05-12,RPT008,Warning,88.8,No,845538,none
RUN-RPT008-053,2026-05-13,RPT008,Succeeded,82.8,No,687905,none
RUN-RPT008-054,2026-05-14,RPT008,Failed,88.5,No,80996,capacity queue
RUN-RPT008-055,2026-05-15,RPT008,Succeeded,15.0,Yes,165859,none
RUN-RPT008-056,2026-05-16,RPT008,Warning,82.0,No,817916,none
RUN-RPT008-057,2026-05-17,RPT008,Warning,60.6,Yes,547798,none
RUN-RPT008-058,2026-05-18,RPT008,Succeeded,22.3,Yes,696776,none
RUN-RPT008-059,2026-05-19,RPT008,Failed,15.4,No,896861,credential expiry
RUN-RPT009-000,2026-03-21,RPT009,Failed,42.1,No,690806,schema drift
RUN-RPT009-001,2026-03-22,RPT009,Succeeded,50.5,Yes,757829,none
RUN-RPT009-002,2026-03-23,RPT009,Succeeded,87.8,No,771300,none
RUN-RPT009-003,2026-03-24,RPT009,Succeeded,58.4,Yes,562021,none
RUN-RPT009-004,2026-03-25,RPT009,Succeeded,81.3,No,497154,none
RUN-RPT009-005,2026-03-26,RPT009,Warning,65.4,Yes,241703,none
RUN-RPT009-006,2026-03-27,RPT009,Succeeded,86.1,No,639840,none
RUN-RPT009-007,2026-03-28,RPT009,Warning,37.6,Yes,519072,none
RUN-RPT009-008,2026-03-29,RPT009,Succeeded,65.4,Yes,426895,none
RUN-RPT009-009,2026-03-30,RPT009,Succeeded,9.4,Yes,772860,none
RUN-RPT009-010,2026-03-31,RPT009,Succeeded,11.5,Yes,652644,none
RUN-RPT009-011,2026-04-01,RPT009,Succeeded,66.5,Yes,349831,none
RUN-RPT009-012,2026-04-02,RPT009,Failed,32.4,No,906118,gateway timeout
RUN-RPT009-013,2026-04-03,RPT009,Succeeded,92.8,No,865761,none
RUN-RPT009-014,2026-04-04,RPT009,Succeeded,10.2,Yes,574520,none
RUN-RPT009-015,2026-04-05,RPT009,Warning,56.0,Yes,667039,none
RUN-RPT009-016,2026-04-06,RPT009,Succeeded,41.3,Yes,914107,none
RUN-RPT009-017,2026-04-07,RPT009,Succeeded,26.4,Yes,727375,none
RUN-RPT009-018,2026-04-08,RPT009,Succeeded,87.8,No,527785,none
RUN-RPT009-019,2026-04-09,RPT009,Succeeded,15.1,Yes,109302,none
RUN-RPT009-020,2026-04-10,RPT009,Failed,51.5,No,153822,schema drift
RUN-RPT009-021,2026-04-11,RPT009,Succeeded,19.9,Yes,897189,none
RUN-RPT009-022,2026-04-12,RPT009,Succeeded,87.6,No,937023,none
RUN-RPT009-023,2026-04-13,RPT009,Succeeded,82.4,No,628719,none
RUN-RPT009-024,2026-04-14,RPT009,Succeeded,51.6,Yes,355274,none
RUN-RPT009-025,2026-04-15,RPT009,Succeeded,28.9,Yes,858017,none
RUN-RPT009-026,2026-04-16,RPT009,Warning,29.2,Yes,818886,none
RUN-RPT009-027,2026-04-17,RPT009,Succeeded,59.4,Yes,880932,none
RUN-RPT009-028,2026-04-18,RPT009,Succeeded,85.8,No,829011,none
RUN-RPT009-029,2026-04-19,RPT009,Succeeded,47.9,Yes,527440,none
RUN-RPT009-030,2026-04-20,RPT009,Succeeded,29.9,Yes,780755,none
RUN-RPT009-031,2026-04-21,RPT009,Succeeded,21.5,Yes,196743,none
RUN-RPT009-032,2026-04-22,RPT009,Succeeded,36.8,Yes,457677,none
RUN-RPT009-033,2026-04-23,RPT009,Succeeded,59.6,Yes,104288,none
RUN-RPT009-034,2026-04-24,RPT009,Succeeded,78.1,No,911491,none
RUN-RPT009-035,2026-04-25,RPT009,Succeeded,49.8,Yes,669339,none
RUN-RPT009-036,2026-04-26,RPT009,Warning,67.7,Yes,361676,none
RUN-RPT009-037,2026-04-27,RPT009,Warning,26.2,Yes,538461,none
RUN-RPT009-038,2026-04-28,RPT009,Succeeded,84.0,No,167117,none
RUN-RPT009-039,2026-04-29,RPT009,Failed,27.5,No,560121,credential expiry
RUN-RPT009-040,2026-04-30,RPT009,Succeeded,46.1,Yes,605486,none
RUN-RPT009-041,2026-05-01,RPT009,Succeeded,15.8,Yes,153164,none
RUN-RPT009-042,2026-05-02,RPT009,Succeeded,44.1,Yes,510605,none
RUN-RPT009-043,2026-05-03,RPT009,Succeeded,27.3,Yes,90551,none
RUN-RPT009-044,2026-05-04,RPT009,Warning,25.5,Yes,411337,none
RUN-RPT009-045,2026-05-05,RPT009,Succeeded,37.0,Yes,455497,none
RUN-RPT009-046,2026-05-06,RPT009,Failed,19.4,No,473486,none
RUN-RPT009-047,2026-05-07,RPT009,Succeeded,31.6,Yes,165573,none
RUN-RPT009-048,2026-05-08,RPT009,Failed,76.8,No,232426,credential expiry
RUN-RPT009-049,2026-05-09,RPT009,Warning,14.6,Yes,569107,none
RUN-RPT009-050,2026-05-10,RPT009,Succeeded,47.0,Yes,700315,none
RUN-RPT009-051,2026-05-11,RPT009,Succeeded,38.4,Yes,709023,none
RUN-RPT009-052,2026-05-12,RPT009,Succeeded,52.2,Yes,125384,none
RUN-RPT009-053,2026-05-13,RPT009,Warning,61.3,Yes,107159,none
RUN-RPT009-054,2026-05-14,RPT009,Succeeded,78.1,No,275120,none
RUN-RPT009-055,2026-05-15,RPT009,Succeeded,80.1,No,82125,none
RUN-RPT009-056,2026-05-16,RPT009,Succeeded,40.5,Yes,109055,none
RUN-RPT009-057,2026-05-17,RPT009,Warning,34.2,Yes,702396,none
RUN-RPT009-058,2026-05-18,RPT009,Succeeded,45.4,Yes,727868,none
RUN-RPT009-059,2026-05-19,RPT009,Failed,60.6,No,226893,source delay
RUN-RPT010-000,2026-03-21,RPT010,Succeeded,87.2,No,784678,none
RUN-RPT010-001,2026-03-22,RPT010,Succeeded,87.0,No,626543,none
RUN-RPT010-002,2026-03-23,RPT010,Warning,44.1,Yes,540894,none
RUN-RPT010-003,2026-03-24,RPT010,Warning,76.1,No,269834,none
RUN-RPT010-004,2026-03-25,RPT010,Warning,37.8,Yes,413811,none
RUN-RPT010-005,2026-03-26,RPT010,Succeeded,38.3,Yes,665474,none
RUN-RPT010-006,2026-03-27,RPT010,Succeeded,26.1,Yes,661176,none
RUN-RPT010-007,2026-03-28,RPT010,Succeeded,82.9,No,229856,none
RUN-RPT010-008,2026-03-29,RPT010,Succeeded,72.3,No,131118,none
RUN-RPT010-009,2026-03-30,RPT010,Succeeded,20.2,Yes,620090,none
RUN-RPT010-010,2026-03-31,RPT010,Succeeded,25.9,Yes,581458,none
RUN-RPT010-011,2026-04-01,RPT010,Succeeded,73.3,No,742720,none
RUN-RPT010-012,2026-04-02,RPT010,Succeeded,64.8,Yes,233770,none
RUN-RPT010-013,2026-04-03,RPT010,Succeeded,72.8,No,344449,none
RUN-RPT010-014,2026-04-04,RPT010,Succeeded,53.2,Yes,800984,none
RUN-RPT010-015,2026-04-05,RPT010,Succeeded,48.4,Yes,412805,none
RUN-RPT010-016,2026-04-06,RPT010,Warning,45.6,Yes,32895,none
RUN-RPT010-017,2026-04-07,RPT010,Succeeded,32.5,Yes,353362,none
RUN-RPT010-018,2026-04-08,RPT010,Succeeded,18.7,Yes,338559,none
RUN-RPT010-019,2026-04-09,RPT010,Succeeded,49.5,Yes,130577,none
RUN-RPT010-020,2026-04-10,RPT010,Warning,86.7,No,317524,none
RUN-RPT010-021,2026-04-11,RPT010,Succeeded,29.3,Yes,711006,none
RUN-RPT010-022,2026-04-12,RPT010,Warning,68.7,Yes,279355,none
RUN-RPT010-023,2026-04-13,RPT010,Failed,58.7,No,74287,schema drift
RUN-RPT010-024,2026-04-14,RPT010,Succeeded,79.8,No,379629,none
RUN-RPT010-025,2026-04-15,RPT010,Succeeded,10.9,Yes,794498,none
RUN-RPT010-026,2026-04-16,RPT010,Succeeded,91.3,No,494001,none
RUN-RPT010-027,2026-04-17,RPT010,Succeeded,17.7,Yes,590730,none
RUN-RPT010-028,2026-04-18,RPT010,Succeeded,31.0,Yes,638485,none
RUN-RPT010-029,2026-04-19,RPT010,Succeeded,80.0,No,888476,none
RUN-RPT010-030,2026-04-20,RPT010,Warning,90.8,No,729666,none
RUN-RPT010-031,2026-04-21,RPT010,Succeeded,62.4,Yes,803530,none
RUN-RPT010-032,2026-04-22,RPT010,Succeeded,58.8,Yes,894830,none
RUN-RPT010-033,2026-04-23,RPT010,Succeeded,65.1,Yes,331028,none
RUN-RPT010-034,2026-04-24,RPT010,Succeeded,74.8,No,267830,none
RUN-RPT010-035,2026-04-25,RPT010,Succeeded,8.5,Yes,94074,none
RUN-RPT010-036,2026-04-26,RPT010,Succeeded,22.8,Yes,936601,none
RUN-RPT010-037,2026-04-27,RPT010,Warning,72.2,No,537585,none
RUN-RPT010-038,2026-04-28,RPT010,Warning,36.7,Yes,27788,none
RUN-RPT010-039,2026-04-29,RPT010,Warning,51.7,Yes,817111,none
RUN-RPT010-040,2026-04-30,RPT010,Succeeded,67.8,Yes,149003,none
RUN-RPT010-041,2026-05-01,RPT010,Warning,34.2,Yes,63600,none
RUN-RPT010-042,2026-05-02,RPT010,Succeeded,61.6,Yes,462091,none
RUN-RPT010-043,2026-05-03,RPT010,Succeeded,74.0,No,64620,none
RUN-RPT010-044,2026-05-04,RPT010,Succeeded,87.0,No,78078,none
RUN-RPT010-045,2026-05-05,RPT010,Succeeded,34.9,Yes,501840,none
RUN-RPT010-046,2026-05-06,RPT010,Warning,69.9,Yes,271035,none
RUN-RPT010-047,2026-05-07,RPT010,Succeeded,82.0,No,723608,none
RUN-RPT010-048,2026-05-08,RPT010,Succeeded,44.0,Yes,713858,none
RUN-RPT010-049,2026-05-09,RPT010,Succeeded,72.9,No,858844,none
RUN-RPT010-050,2026-05-10,RPT010,Succeeded,15.6,Yes,385054,none
RUN-RPT010-051,2026-05-11,RPT010,Warning,81.3,No,380084,none
RUN-RPT010-052,2026-05-12,RPT010,Succeeded,23.6,Yes,929426,none
RUN-RPT010-053,2026-05-13,RPT010,Warning,56.9,Yes,531682,none
RUN-RPT010-054,2026-05-14,RPT010,Succeeded,51.7,Yes,390304,none
RUN-RPT010-055,2026-05-15,RPT010,Warning,44.8,Yes,564380,none
RUN-RPT010-056,2026-05-16,RPT010,Succeeded,14.1,Yes,796793,none
RUN-RPT010-057,2026-05-17,RPT010,Succeeded,68.3,Yes,894453,none
RUN-RPT010-058,2026-05-18,RPT010,Warning,44.2,Yes,452721,none
RUN-RPT010-059,2026-05-19,RPT010,Succeeded,58.7,Yes,63244,none
RUN-RPT011-000,2026-03-21,RPT011,Succeeded,44.6,Yes,424857,none
RUN-RPT011-001,2026-03-22,RPT011,Succeeded,63.6,Yes,614298,none
RUN-RPT011-002,2026-03-23,RPT011,Warning,35.3,Yes,140229,none
RUN-RPT011-003,2026-03-24,RPT011,Succeeded,14.2,Yes,633527,none
RUN-RPT011-004,2026-03-25,RPT011,Succeeded,93.6,No,156096,none
RUN-RPT011-005,2026-03-26,RPT011,Succeeded,40.3,Yes,553570,none
RUN-RPT011-006,2026-03-27,RPT011,Warning,42.4,Yes,88648,none
RUN-RPT011-007,2026-03-28,RPT011,Succeeded,15.1,Yes,690387,none
RUN-RPT011-008,2026-03-29,RPT011,Warning,86.6,No,904743,none
RUN-RPT011-009,2026-03-30,RPT011,Warning,35.1,Yes,625895,none
RUN-RPT011-010,2026-03-31,RPT011,Warning,34.5,Yes,616808,none
RUN-RPT011-011,2026-04-01,RPT011,Warning,52.1,Yes,793448,none
RUN-RPT011-012,2026-04-02,RPT011,Succeeded,57.7,Yes,79294,none
RUN-RPT011-013,2026-04-03,RPT011,Succeeded,51.0,Yes,290494,none
RUN-RPT011-014,2026-04-04,RPT011,Succeeded,41.8,Yes,207195,none
RUN-RPT011-015,2026-04-05,RPT011,Succeeded,78.8,No,460453,none
RUN-RPT011-016,2026-04-06,RPT011,Succeeded,28.5,Yes,158659,none
RUN-RPT011-017,2026-04-07,RPT011,Succeeded,43.3,Yes,133968,none
RUN-RPT011-018,2026-04-08,RPT011,Succeeded,25.7,Yes,807730,none
RUN-RPT011-019,2026-04-09,RPT011,Warning,57.6,Yes,273555,none
RUN-RPT011-020,2026-04-10,RPT011,Succeeded,67.3,Yes,895505,none
RUN-RPT011-021,2026-04-11,RPT011,Succeeded,66.1,Yes,869762,none
RUN-RPT011-022,2026-04-12,RPT011,Succeeded,44.5,Yes,200218,none
RUN-RPT011-023,2026-04-13,RPT011,Succeeded,44.0,Yes,455443,none
RUN-RPT011-024,2026-04-14,RPT011,Succeeded,63.8,Yes,532150,none
RUN-RPT011-025,2026-04-15,RPT011,Succeeded,42.1,Yes,192274,none
RUN-RPT011-026,2026-04-16,RPT011,Succeeded,53.3,Yes,19957,none
RUN-RPT011-027,2026-04-17,RPT011,Succeeded,84.5,No,245633,none
RUN-RPT011-028,2026-04-18,RPT011,Succeeded,21.9,Yes,37363,none
RUN-RPT011-029,2026-04-19,RPT011,Succeeded,19.1,Yes,761910,none
RUN-RPT011-030,2026-04-20,RPT011,Warning,83.2,No,235074,none
RUN-RPT011-031,2026-04-21,RPT011,Succeeded,36.3,Yes,843278,none
RUN-RPT011-032,2026-04-22,RPT011,Succeeded,43.9,Yes,601835,none
RUN-RPT011-033,2026-04-23,RPT011,Succeeded,73.5,No,272630,none
RUN-RPT011-034,2026-04-24,RPT011,Warning,55.0,Yes,916574,none
RUN-RPT011-035,2026-04-25,RPT011,Succeeded,69.2,Yes,548134,none
RUN-RPT011-036,2026-04-26,RPT011,Succeeded,43.9,Yes,711440,none
RUN-RPT011-037,2026-04-27,RPT011,Failed,37.1,No,698984,none
RUN-RPT011-038,2026-04-28,RPT011,Succeeded,69.8,Yes,705720,none
RUN-RPT011-039,2026-04-29,RPT011,Succeeded,51.7,Yes,507299,none
RUN-RPT011-040,2026-04-30,RPT011,Succeeded,60.5,Yes,686517,none
RUN-RPT011-041,2026-05-01,RPT011,Succeeded,41.5,Yes,429338,none
RUN-RPT011-042,2026-05-02,RPT011,Succeeded,89.7,No,521485,none
RUN-RPT011-043,2026-05-03,RPT011,Succeeded,14.4,Yes,184058,none
RUN-RPT011-044,2026-05-04,RPT011,Succeeded,81.9,No,370622,none
RUN-RPT011-045,2026-05-05,RPT011,Failed,25.5,No,735088,schema drift
RUN-RPT011-046,2026-05-06,RPT011,Succeeded,70.4,Yes,50365,none
RUN-RPT011-047,2026-05-07,RPT011,Succeeded,50.7,Yes,379796,none
RUN-RPT011-048,2026-05-08,RPT011,Succeeded,25.2,Yes,710217,none
RUN-RPT011-049,2026-05-09,RPT011,Succeeded,69.8,Yes,150271,none
RUN-RPT011-050,2026-05-10,RPT011,Succeeded,47.0,Yes,452688,none
RUN-RPT011-051,2026-05-11,RPT011,Succeeded,16.5,Yes,67740,none
RUN-RPT011-052,2026-05-12,RPT011,Succeeded,80.1,No,75162,none
RUN-RPT011-053,2026-05-13,RPT011,Succeeded,51.6,Yes,496235,none
RUN-RPT011-054,2026-05-14,RPT011,Warning,18.9,Yes,363781,none
RUN-RPT011-055,2026-05-15,RPT011,Succeeded,81.9,No,852124,none
RUN-RPT011-056,2026-05-16,RPT011,Succeeded,14.3,Yes,185744,none
RUN-RPT011-057,2026-05-17,RPT011,Succeeded,60.1,Yes,550339,none
RUN-RPT011-058,2026-05-18,RPT011,Succeeded,22.7,Yes,765678,none
RUN-RPT011-059,2026-05-19,RPT011,Failed,18.5,No,633620,schema drift
RUN-RPT012-000,2026-03-21,RPT012,Succeeded,44.0,Yes,276046,none
RUN-RPT012-001,2026-03-22,RPT012,Succeeded,15.4,Yes,479859,none
RUN-RPT012-002,2026-03-23,RPT012,Succeeded,38.1,Yes,158380,none
RUN-RPT012-003,2026-03-24,RPT012,Warning,78.0,No,131792,none
RUN-RPT012-004,2026-03-25,RPT012,Succeeded,65.0,Yes,760847,none
RUN-RPT012-005,2026-03-26,RPT012,Succeeded,66.0,Yes,917067,none
RUN-RPT012-006,2026-03-27,RPT012,Succeeded,57.0,Yes,626594,none
RUN-RPT012-007,2026-03-28,RPT012,Succeeded,24.5,Yes,794317,none
RUN-RPT012-008,2026-03-29,RPT012,Warning,47.8,Yes,923383,none
RUN-RPT012-009,2026-03-30,RPT012,Succeeded,70.8,Yes,586676,none
RUN-RPT012-010,2026-03-31,RPT012,Succeeded,46.0,Yes,35255,none
RUN-RPT012-011,2026-04-01,RPT012,Succeeded,91.2,No,759378,none
RUN-RPT012-012,2026-04-02,RPT012,Succeeded,82.0,No,641208,none
RUN-RPT012-013,2026-04-03,RPT012,Warning,42.8,Yes,558612,none
RUN-RPT012-014,2026-04-04,RPT012,Succeeded,90.3,No,811554,none
RUN-RPT012-015,2026-04-05,RPT012,Succeeded,24.4,Yes,140706,none
RUN-RPT012-016,2026-04-06,RPT012,Succeeded,32.8,Yes,686066,none
RUN-RPT012-017,2026-04-07,RPT012,Succeeded,44.1,Yes,607216,none
